Daily Max Temperature,Daily Min Temperature
77,69
84,66
95,72
77,55
9,-8
87,71
86,55
88,73
69,49
29,13
63,52
98,78
65,53
14,-5
87,60
38,32
40,34
84,64
30,14
60,43
78,32
72,29
71,42
82,68
80,61
77,50
99,75
75,54
33,23
59,41
43,33
40,20
69,55
95,73
74,46
83,58
84,67
66,53
75,57
33,11
84,69
72,55
38,27
94,68
97,76
59,45
85,54
55,34
55,45
71,54
60,40
86,60
64,43
76,55
73,52
20,1
69,33
106,78
57,37
81,68
67,44
88,66
87,81
83,61
98,76
61,29
26,12
19,-4
90,72
79,60
85,54
68,41
67,57
57,38
56,32
72,52
63,42
83,77
94,76
36,29
53,32
94,77
36,24
38,34
78,67
84,57
74,53
79,50
36,31
10,-15
62,37
45,33
86,70
65,56
44,24
82,65
42,13
58,39
39,22
61,36
86,71
52,19
52,21
63,38
39,34
64,28
58,28
63,39
64,36
75,36
74,46
28,4
85,61
78,43
52,28
73,40
87,70
45,35
20,9
81,67
48,42
83,70
91,83
55,40
27,8
74,64
49,39
89,56
76,46
46,27
80,58
82,63
66,37
79,40
85,70
85,59
68,51
48,34
37,30
68,55
35,16
73,43
84,64
90,62
84,71
37,31
63,52
89,65
55,42
21,10
50,31
52,37
60,46
75,55
77,63
75,46
67,33
51,37
51,31
53,22
83,59
74,44
60,48
68,50
73,64
97,70
49,44
70,54
76,54
37,33
72,36
93,68
96,54
57,36
44,38
81,47
23,13
52,32
87,63
40,32
68,61
88,71
108,70
15,-7
101,70
62,33
78,65
52,34
82,56
72,43
66,51
51,32
86,77
60,40
71,37
13,-5
100,57
76,49
76,57
51,34
77,52
83,71
39,23
92,61
82,72
76,35
64,41
77,52
78,56
44,32
72,46
85,45
37,24
61,23
5,-9
80,37
58,24
77,67
80,41
84,68
62,54
78,41
64,44
34,18
75,49
65,45
13,-4
84,38
89,60
60,47
96,69
64,37
70,47
95,75
73,55
82,60
78,51
102,67
62,43
98,80
43,14
91,62
28,17
76,59
71,37
86,45
87,76
67,52
60,51
73,59
53,44
80,64
94,77
63,29
87,70
41,34
71,63
80,53
72,43
73,62
96,63
88,69
51,36
40,34
88,78
64,45
84,54
72,50
77,48
85,54
63,33
7,-14
61,53
66,55
63,29
59,26
91,69
94,68
102,73
52,45
70,44
40,11
94,71
67,49
64,54
73,50
74,42
39,17
72,26
60,47
33,24
58,40
83,78
100,70
84,59
71,38
48,26
37,8
66,48
65,40
55,37
69,43
64,47
73,49
55,29
46,36
72,52
87,69
69,40
68,54
53,43
70,53
86,68
-15,-37
58,45
54,30
79,57
58,30
60,47
82,57
66,57
90,67
74,64
57,39
92,58
85,63
15,-5
34,27
86,64
78,56
80,61
91,62
42,34
85,71
38,31
38,21
95,82
63,54
86,75
23,7
69,44
35,2
88,80
19,2
51,38
89,63
38,30
31,27
41,22
33,14
91,71
92,76
83,57
98,75
84,67
63,52
68,54
92,70
71,23
69,59
74,56
88,77
61,44
34,32
85,69
66,41
75,52
83,37
90,63
86,70
110,83
75,62
63,49
41,20
85,63
62,44
52,34
65,50
62,40
90,78
77,54
81,62
91,75
74,52
57,38
85,68
83,51
92,71
49,26
87,58
75,45
89,50
86,69
25,22
76,58
94,62
93,69
59,39
85,68
53,46
85,72
69,47
85,66
67,58
70,54
57,48
39,18
42,32
95,72
53,31
95,77
44,32
50,21
14,2
54,29
33,14
59,41
23,12
84,67
63,57
91,59
73,44
34,21
46,23
93,78
15,0
77,46
74,58
60,48
38,28
83,53
46,19
84,46
58,11
1,-5
70,39
57,41
83,64
62,55
57,37
42,26
57,27
52,41
65,35
55,40
93,61
90,54
88,68
46,30
28,13
47,45
40,11
95,70
64,34
80,59
47,26
78,68
95,80
29,16
63,45
96,69
62,44
79,45
83,42
49,27
75,21
75,56
79,45
71,46
84,58
74,63
63,39
84,66
106,76
85,77
81,54
100,55
63,38
55,25
86,57
83,67
49,38
59,35
83,61
52,21
56,51
63,50
97,61
58,54
86,64
38,14
50,26
69,53
67,48
66,53
65,22
50,25
96,76
90,48
66,27
40,23
53,20
88,57
26,11
9,0
82,66
86,77
47,21
61,42
81,45
82,48
84,62
76,50
22,16
90,65
8,-9
102,72
47,31
69,58
56,40
87,57
78,58
17,-3
86,77
42,32
65,50
66,39
31,18
54,49
78,51
91,68
70,48
55,37
67,36
62,31
83,63
70,47
92,74
68,45
90,68
90,60
67,45
59,35
78,71
71,61
73,58
91,73
94,65
65,45
55,49
90,74
77,52
83,65
86,72
55,36
76,39
62,34
25,10
72,36
63,47
65,31
86,66
48,32
50,44
99,78
61,55
82,54
69,29
57,36
55,31
60,42
88,74
57,46
55,36
59,26
58,28
76,62
61,41
73,26
78,49
82,61
32,26
81,48
49,37
77,53
76,69
27,-3
42,19
78,72
65,41
37,29
36,25
93,71
67,40
63,52
90,73
89,66
30,-1
54,29
95,72
62,50
68,39
60,49
98,74
70,60
50,21
52,39
57,35
82,69
59,53
37,29
74,51
84,58
76,39
81,61
56,27
89,55
65,51
62,55
93,76
61,25
58,41
62,32
38,22
69,58
75,65
64,45
90,50
69,36
83,64
78,46
36,27
51,31
77,62
64,21
92,74
79,63
41,21
86,66
85,67
84,50
83,56
68,48
47,39
71,53
56,46
90,63
85,69
55,47
75,50
84,63
63,36
60,55
88,73
44,38
81,59
62,32
71,33
29,-2
38,26
99,68
82,53
99,73
69,31
32,12
93,69
85,59
99,68
71,39
77,63
42,19
85,60
52,14
20,4
89,67
25,3
61,23
52,29
83,44
86,69
54,39
74,56
85,69
85,72
61,42
76,62
56,29
59,44
93,78
74,56
101,72
73,47
73,52
75,51
31,19
74,61
90,59
93,67
87,62
29,18
67,36
87,67
68,38
88,77
92,74
85,51
96,55
43,25
81,52
68,60
14,-4
81,61
70,28
71,57
97,74
85,65
79,64
68,48
82,55
57,47
52,46
6,-7
55,32
86,62
54,41
97,76
88,75
52,37
85,61
82,60
72,52
86,63
73,63
52,38
47,42
58,30
91,81
36,27
75,69
72,50
63,29
77,33
85,58
82,66
91,63
65,48
59,36
62,53
47,28
76,41
83,53
67,53
97,72
86,55
42,35
67,53
61,36
51,38
75,46
89,60
77,57
83,57
91,62
59,27
6,-8
46,14
62,42
78,52
55,28
58,50
41,41
50,39
51,41
56,27
61,24
68,32
100,81
89,64
15,-3
39,24
72,46
82,66
69,57
96,75
85,48
88,73
82,60
42,37
75,42
95,73
99,64
70,46
80,68
97,68
47,19
71,53
32,22
61,53
90,70
20,5
67,54
82,57
38,31
82,63
51,34
66,48
82,65
31,12
37,25
57,31
77,66
89,77
41,8
74,50
65,49
94,69
92,72
76,58
37,26
72,40
38,21
86,62
24,15
65,51
64,50
83,54
55,38
76,66
75,53
77,42
63,32
81,67
67,39
73,63
95,73
72,33
24,-21
97,75
85,59
29,18
88,62
60,31
19,4
65,43
59,37
92,71
79,59
48,30
20,5
59,47
75,68
67,59
69,43
85,67
91,74
92,75
15,-6
72,50
56,31
25,5
28,-13
69,38
74,41
73,63
36,33
93,69
59,39
78,65
83,63
99,78
82,58
32,28
70,45
79,45
45,39
74,57
64,47
112,87
86,60
88,69
72,47
87,68
51,48
78,53
65,36
49,43
67,59
48,31
70,65
81,59
78,68
83,60
89,64
40,31
65,46
63,24
89,55
79,55
57,35
59,55
71,43
30,19
61,48
86,74
57,31
86,58
58,52
55,36
56,31
47,33
69,45
90,82
93,70
69,46
91,52
46,32
91,59
97,69
96,77
92,67
63,54
50,36
55,33
80,66
97,76
42,31
52,38
82,41
68,50
90,68
91,55
88,77
82,56
88,78
88,73
34,20
72,65
51,44
78,56
83,69
75,41
82,36
50,34
65,37
90,63
88,61
77,42
84,63
72,60
85,66
23,12
97,74
50,25
65,54
60,37
79,63
58,42
88,56
63,37
75,61
77,48
91,67
43,29
73,50
85,76
84,74
59,31
85,74
84,47
64,56
57,37
24,13
83,53
72,53
30,2
60,28
77,41
73,47
78,58
89,58
31,19
61,53
88,68
39,29
61,38
92,78
34,10
38,18
59,35
62,41
33,27
30,20
88,58
35,14
92,56
53,26
83,59
70,46
81,57
92,56
89,51
27,14
84,69
80,63
62,31
81,58
54,24
68,57
87,41
88,62
63,55
64,45
57,31
82,37
72,47
52,26
35,17
54,50
74,38
76,53
72,44
43,32
54,32
88,61
110,66
93,73
62,27
90,78
94,78
73,57
88,71
81,40
42,26
85,57
60,41
78,65
84,62
2,-10
67,52
55,35
56,30
48,15
47,30
68,58
47,20
65,45
83,60
100,69
86,63
61,30
55,45
66,39
38,14
93,66
57,22
76,59
68,57
83,73
85,71
95,73
81,43
65,47
79,69
53,35
92,78
51,30
92,69
38,-3
53,37
67,59
72,57
64,42
71,57
23,5
85,40
93,73
77,42
91,72
47,7
34,25
73,57
80,67
86,65
71,57
28,13
68,49
46,31
89,73
54,42
63,46
21,5
69,43
54,34
58,45
80,58
40,32
53,39
87,78
94,74
65,39
67,55
83,63
71,51
89,70
36,19
96,66
70,55
95,61
35,29
82,60
42,27
87,65
56,32
72,56
95,72
86,72
42,18
86,70
41,36
32,30
73,33
57,28
97,61
40,33
74,38
76,39
89,70
77,66
77,66
87,52
49,45
90,70
80,54
69,53
58,37
60,42
93,71
89,72
64,50
67,45
58,35
35,27
95,72
53,39
72,35
87,65
57,35
87,67
66,48
73,36
51,14
37,21
41,23
72,52
90,75
95,77
85,55
88,73
72,39
73,45
53,32
80,65
74,61
70,52
66,37
83,54
30,18
78,64
71,45
46,23
75,46
70,50
57,27
80,46
59,43
47,32
60,36
70,50
78,50
91,72
33,25
52,19
59,51
83,65
83,64
60,38
82,63
44,40
98,74
91,35
85,72
90,74
76,58
88,44
63,34
82,55
74,62
72,57
96,58
90,73
79,47
28,-7
85,41
29,22
81,62
86,53
101,73
65,46
29,9
87,54
52,30
16,-7
90,69
58,32
43,27
54,43
82,60
83,51
77,67
77,51
36,20
77,56
71,52
76,53
68,44
69,44
51,28
84,74
80,49
68,30
54,34
85,56
28,7
74,62
63,40
82,69
90,72
36,28
82,65
85,67
86,61
65,39
70,48
59,28
70,47
63,30
33,24
106,65
18,-4
98,73
42,33
84,72
53,32
82,57
76,67
81,71
73,45
79,59
40,32
85,75
56,23
48,39
74,35
91,58
39,1
67,52
33,19
77,47
70,53
61,33
86,75
75,48
93,71
90,75
71,49
68,52
66,35
56,46
93,73
93,76
75,49
75,34
75,49
78,54
77,65
77,48
47,24
84,71
88,55
83,62
83,56
74,58
69,51
103,75
79,47
91,75
45,35
87,37
65,35
88,67
32,23
72,51
49,25
28,23
54,24
60,22
80,52
58,37
76,53
92,73
42,26
71,57
60,44
89,63
80,56
76,54
53,14
78,51
86,53
72,54
70,40
92,66
87,61
94,64
68,36
85,59
62,45
93,60
70,43
63,52
57,38
63,49
93,63
62,41
84,57
85,69
89,65
52,30
94,75
45,37
96,75
70,55
45,30
85,64
51,39
44,35
60,48
45,36
83,51
20,0
63,41
43,18
82,72
95,55
70,31
38,16
89,59
89,75
77,52
66,55
93,60
58,50
36,22
92,78
56,40
82,66
60,29
25,14
14,-10
89,72
95,61
82,52
83,63
79,67
70,59
76,52
96,74
81,72
55,21
58,40
74,60
52,25
65,32
41,30
85,78
41,33
86,75
85,70
68,50
80,57
64,52
54,28
37,28
68,32
84,70
83,56
66,38
87,75
24,7
63,29
64,32
92,70
42,32
68,40
91,50
97,73
69,45
100,69
90,74
66,39
54,38
92,63
74,47
80,71
105,78
70,40
70,43
91,60
46,42
73,38
75,55
91,68
65,48
79,68
50,17
39,35
87,58
66,46
27,0
50,38
66,56
23,10
96,63
80,60
37,26
58,29
39,26
85,55
80,52
75,53
63,43
78,52
54,46
38,18
80,61
91,74
32,24
76,59
45,35
92,42
78,61
73,67
78,62
58,48
79,63
63,41
57,36
54,29
59,38
62,51
37,20
47,36
44,27
65,47
60,35
86,65
84,74
82,35
56,46
94,69
71,60
78,44
94,67
58,56
103,74
94,49
36,27
83,44
56,27
64,45
90,75
85,53
67,41
55,49
44,24
1,-13
90,72
77,54
17,-19
69,53
90,72
80,67
87,69
55,40
77,32
79,62
67,41
85,52
70,30
83,56
74,47
75,56
68,44
53,38
63,25
42,32
40,17
67,34
54,35
22,8
90,54
76,55
84,58
81,51
73,48
76,67
81,51
93,68
72,48
80,66
89,48
54,39
74,59
58,49
88,68
54,19
46,34
49,33
74,55
43,31
60,44
73,53
64,32
75,50
17,-7
74,43
81,63
59,43
42,23
59,35
102,71
39,19
49,27
70,46
89,69
59,26
22,-12
92,68
88,60
74,54
95,73
64,31
94,69
63,34
81,37
47,14
68,43
94,45
72,54
46,42
82,73
94,71
102,74
67,34
59,23
78,54
90,76
83,55
59,46
41,21
97,64
87,72
78,58
94,77
52,35
72,44
32,24
53,14
95,58
78,56
95,69
57,47
75,52
84,63
88,63
24,4
98,48
73,63
74,43
56,39
92,66
83,57
84,70
83,68
70,62
35,16
80,55
72,67
82,50
74,51
86,77
65,41
65,40
82,68
82,57
39,25
59,42
85,68
61,30
71,40
79,62
88,72
82,62
20,0
71,53
87,64
25,3
82,47
20,11
44,20
53,29
93,72
21,3
76,69
39,28
15,-2
40,26
40,28
57,30
101,80
94,61
28,18
10,-3
43,28
84,67
94,70
44,39
60,35
65,50
63,41
83,70
57,40
42,24
86,80
82,55
82,36
53,45
82,62
53,34
84,63
70,51
53,30
95,75
78,64
43,22
71,59
37,24
65,43
79,50
46,11
57,48
47,26
90,71
58,44
3,-7
83,64
33,26
74,33
78,43
58,31
91,45
99,76
61,52
35,9
73,64
91,76
67,56
80,52
21,-1
50,32
81,73
63,34
41,24
66,49
62,40
57,45
26,16
80,57
63,45
73,45
66,37
45,28
51,35
67,50
80,71
35,30
70,43
39,23
55,36
65,31
80,57
77,48
74,39
46,36
58,38
56,42
71,53
56,31
91,63
66,29
20,2
59,40
92,63
94,72
62,43
81,34
40,28
83,70
57,37
95,70
58,40
72,31
77,50
86,58
61,44
68,24
67,49
58,36
51,37
42,35
52,29
54,28
72,43
66,38
61,47
72,56
63,53
74,56
82,40
94,73
75,52
40,16
68,50
69,33
35,19
86,69
75,57
85,74
88,72
55,36
73,63
95,64
84,70
82,58
50,32
58,30
77,61
90,73
36,10
71,38
77,70
48,28
86,62
60,31
87,70
77,49
89,59
57,42
53,39
89,71
49,27
34,29
78,55
84,57
81,70
94,76
27,-19
92,79
61,36
14,7
95,77
44,25
87,67
70,49
25,15
94,70
68,40
102,59
77,65
102,77
12,-12
63,43
77,40
81,53
44,26
40,29
45,35
97,75
98,54
76,57
43,19
89,69
48,41
25,5
75,68
75,72
78,50
56,50
59,46
65,55
73,54
32,20
76,64
84,73
87,70
98,50
39,13
72,58
45,23
80,51
80,58
81,70
33,20
77,42
74,58
78,54
21,-6
80,51
66,57
14,-6
75,50
29,15
36,12
83,72
68,44
90,63
44,42
83,68
37,13
92,71
96,48
55,31
37,18
27,5
86,67
55,32
16,-5
88,34
68,49
79,45
36,21
82,54
40,30
92,67
75,37
66,39
37,19
96,50
66,32
75,51
94,51
35,16
34,10
96,75
86,65
97,71
73,50
88,69
91,77
49,21
60,33
84,66
69,50
94,70
50,33
84,57
86,70
92,63
94,66
70,58
56,41
69,38
67,53
70,40
92,73
83,61
99,71
59,34
85,57
69,60
68,50
87,67
42,17
64,44
86,59
67,51
53,44
91,75
69,54
91,52
75,66
81,68
87,60
84,33
56,30
59,37
66,49
89,64
59,43
76,62
81,45
59,43
83,63
99,73
79,49
12,-7
53,34
67,51
81,67
77,34
44,20
61,26
45,17
63,17
82,69
55,24
92,72
41,36
50,36
89,63
52,30
66,29
79,56
83,34
65,37
68,37
85,72
57,32
68,42
71,53
58,50
17,8
92,65
67,52
53,49
90,57
46,35
78,71
71,52
78,64
79,67
65,49
90,81
84,62
93,75
93,71
90,72
42,26
48,40
72,58
30,3
74,65
16,-2
102,73
63,54
99,72
93,53
70,44
27,16
98,61
62,45
17,3
42,35
64,32
92,83
76,54
62,59
107,64
47,18
87,71
43,39
94,63
74,65
72,59
51,33
77,52
71,53
46,34
90,39
64,15
61,57
84,58
67,32
90,73
78,58
64,45
72,35
81,38
71,34
72,56
78,62
31,7
83,69
61,41
85,69
21,12
86,47
88,80
76,50
81,61
65,41
61,28
66,46
63,57
65,37
30,-14
70,56
88,48
82,63
99,76
95,63
51,33
50,39
70,35
81,59
64,50
63,34
54,49
82,45
64,42
96,63
74,36
83,67
71,43
93,60
39,28
62,40
59,39
90,48
77,62
62,44
56,46
49,34
20,-12
45,30
91,58
47,27
73,55
42,35
90,78
62,40
73,60
66,61
81,53
83,61
62,47
86,63
70,61
94,55
94,68
73,31
57,53
-3,-19
74,35
68,47
73,64
97,72
49,29
71,62
71,43
80,67
87,50
61,46
66,52
43,40
62,33
90,68
100,72
57,53
91,72
47,39
74,47
21,-6
56,44
98,74
80,57
94,70
85,48
9,-1
76,30
48,35
15,-4
90,68
86,70
65,58
73,34
84,54
66,46
26,10
94,60
66,56
87,70
30,22
80,70
2,-10
92,73
91,77
48,38
45,34
87,66
91,74
89,78
96,69
33,30
35,26
94,72
75,44
91,59
82,41
49,21
87,55
33,19
43,20
88,77
53,22
84,70
67,47
35,11
99,74
61,47
11,-7
36,17
89,71
65,49
77,57
74,46
74,54
68,48
66,52
77,57
82,70
80,69
-11,-21
77,64
53,32
82,54
67,37
69,46
92,70
68,29
49,37
54,48
77,68
79,57
50,21
83,47
36,30
57,30
47,25
83,59
81,44
67,47
86,75
73,41
92,70
66,42
61,43
81,53
76,56
7,3
50,30
57,23
64,46
57,21
72,57
61,10
90,65
62,31
103,71
76,62
46,36
97,74
36,10
91,72
88,65
83,61
89,69
84,71
58,19
80,60
82,54
92,80
97,77
87,58
27,23
86,73
31,25
82,55
70,42
89,72
24,20
75,61
38,12
60,38
98,78
20,2
49,23
81,59
81,43
66,28
48,38
33,16
36,9
73,48
98,74
66,53
82,58
81,76
43,18
95,57
70,41
50,25
90,71
93,74
34,30
63,47
77,63
70,37
75,58
77,66
75,61
69,40
72,56
64,46
48,32
88,78
90,75
90,66
61,27
48,31
67,30
92,79
83,56
89,72
57,37
58,31
46,33
40,24
-3,-13
66,46
67,25
99,62
40,18
59,46
-1,-13
84,69
48,29
27,14
91,54
71,48
67,57
76,40
75,51
56,43
84,70
60,44
39,16
90,69
64,35
30,24
79,58
68,53
83,57
90,50
55,36
66,50
71,36
54,24
66,53
44,29
34,14
84,72
62,53
102,60
56,29
85,58
61,50
62,37
81,62
69,43
30,11
89,64
72,64
63,50
92,78
39,18
55,39
86,59
73,29
61,29
65,43
56,50
52,24
52,36
72,41
71,59
66,44
63,38
85,55
101,75
42,27
78,47
55,30
60,34
24,-3
84,61
88,65
19,-19
41,25
79,54
84,49
63,49
69,40
99,73
37,23
61,31
70,56
64,36
84,63
50,32
49,44
55,39
24,-2
18,0
62,36
25,14
86,68
86,73
58,35
86,60
57,34
54,30
74,61
96,70
60,39
104,76
59,39
51,47
60,30
85,62
83,65
79,40
81,58
85,58
96,60
76,39
89,69
24,14
55,33
69,37
52,18
97,69
38,18
95,59
43,30
72,56
88,65
56,36
62,41
80,54
81,74
94,62
74,64
67,40
90,73
69,41
73,57
85,70
16,-19
42,14
68,29
80,62
85,36
35,17
103,67
69,32
89,76
50,25
63,31
64,52
65,57
30,18
64,51
35,13
33,26
9,-6
84,61
23,17
94,78
94,71
70,45
63,46
75,61
95,71
46,29
35,2
52,41
17,-12
43,11
88,48
83,71
74,54
55,46
57,35
38,12
49,33
83,69
94,71
100,73
55,35
100,73
95,69
30,18
55,32
24,11
60,52
85,56
30,20
46,36
81,62
98,66
86,66
90,70
48,36
79,57
60,44
57,40
83,35
81,61
88,66
63,45
61,23
72,57
32,27
76,64
73,40
73,55
71,31
51,33
66,60
4,-12
18,-9
60,47
89,59
82,58
87,49
52,46
63,42
75,41
102,74
54,28
58,39
66,42
57,26
92,40
86,64
94,66
77,60
53,29
80,56
84,61
68,48
82,58
83,57
30,25
71,48
86,69
83,49
87,59
26,-21
93,67
38,33
39,21
63,37
74,47
58,35
87,66
18,1
70,54
89,57
91,58
76,39
86,60
57,42
85,51
34,22
38,12
62,45
44,35
85,64
76,58
33,21
74,41
85,60
91,61
89,73
33,8
92,66
34,19
67,58
65,53
61,48
54,36
48,42
65,37
46,33
57,40
100,77
70,59
20,-1
62,45
62,51
89,48
68,51
76,40
42,29
43,30
46,32
59,48
90,69
78,44
88,72
71,36
76,53
43,27
55,32
92,74
49,17
80,55
65,49
102,72
31,11
87,62
56,30
37,26
86,75
40,33
20,0
56,36
59,48
72,58
100,74
82,72
31,17
85,62
67,60
93,73
30,8
93,62
65,42
65,30
61,27
64,42
75,59
68,42
84,75
60,38
84,66
18,-7
70,59
86,61
43,25
35,19
74,31
44,21
58,34
75,50
75,45
38,23
89,76
75,57
81,64
67,62
74,62
40,27
76,63
92,70
47,25
94,73
53,23
55,41
81,66
59,45
82,66
80,52
59,26
62,34
30,-6
95,73
65,47
88,71
75,51
64,43
21,-2
38,27
63,33
8,-4
101,89
69,55
46,39
90,77
72,36
83,65
71,49
75,45
54,29
69,28
88,78
81,62
46,26
56,29
85,67
94,67
54,39
73,47
39,29
78,54
58,35
79,36
79,42
61,50
100,67
30,25
62,43
85,67
59,32
84,52
50,30
71,52
82,71
88,55
22,-4
89,66
65,52
93,68
37,19
50,30
64,37
57,41
76,49
98,75
32,-4
86,52
71,39
80,36
43,37
85,54
92,75
44,32
39,23
97,72
75,52
90,64
61,51
44,30
93,74
47,21
66,60
43,36
80,46
62,44
51,31
22,0
58,36
80,63
64,46
81,64
77,43
98,66
77,60
61,51
95,74
83,59
95,75
82,8
90,46
86,50
64,45
84,68
19,3
85,55
94,73
84,64
29,21
69,35
84,63
81,48
71,55
72,37
62,45
83,62
48,29
58,37
77,51
43,33
32,21
93,52
73,54
74,28
19,13
84,67
64,34
82,66
63,58
66,21
77,57
87,53
94,78
75,57
77,55
76,67
79,51
68,41
67,53
101,77
80,47
77,64
52,42
76,64
84,65
40,28
70,38
99,70
88,60
51,45
40,11
60,50
90,61
94,58
43,17
84,63
66,39
73,62
31,13
33,21
37,33
92,50
73,41
67,40
48,29
57,45
71,36
85,71
45,39
61,22
46,35
66,49
62,40
66,46
32,18
54,43
83,62
93,52
77,51
11,-9
95,70
39,34
-3,-8
41,28
77,36
75,55
97,54
72,64
76,69
83,50
72,49
68,50
100,62
26,10
76,58
66,46
60,50
77,63
74,31
30,7
45,22
81,61
74,61
66,41
33,17
109,69
20,12
34,4
16,3
77,35
52,46
52,41
63,36
76,53
100,75
72,45
79,72
47,38
78,49
101,79
75,52
65,40
88,68
81,57
74,70
71,56
90,77
72,62
99,70
64,37
103,78
72,29
87,79
77,44
28,13
87,66
72,65
74,49
25,13
86,56
85,63
79,56
28,13
65,57
81,68
95,71
41,24
46,21
79,48
82,47
58,20
61,51
23,5
72,51
62,50
43,25
65,58
60,46
75,66
80,56
67,61
80,48
5,1
59,23
97,67
28,-4
80,48
60,30
79,59
76,45
82,63
91,63
92,63
85,58
75,57
77,34
79,60
79,52
66,37
41,21
84,64
105,89
86,52
72,36
70,39
48,28
54,39
77,45
69,47
85,63
48,42
27,12
68,47
-19,-33
58,37
76,63
83,59
47,25
56,33
41,30
95,75
87,61
56,22
94,65
75,45
95,75
40,25
69,32
17,-10
50,35
82,66
55,43
104,77
26,-10
17,0
39,29
93,48
90,53
24,13
79,67
82,51
92,63
88,62
62,42
86,56
33,19
67,47
70,35
89,63
86,57
70,52
78,65
41,22
94,64
50,38
42,31
82,51
75,47
84,32
100,72
72,61
78,44
49,27
63,25
78,51
86,58
83,63
89,72
91,67
51,26
46,32
71,56
84,60
71,52
39,17
50,20
74,46
89,59
52,31
62,35
80,58
91,72
74,47
59,52
79,66
47,29
87,68
64,44
61,43
68,43
71,54
83,68
60,38
81,62
91,74
86,67
67,47
36,33
58,35
81,51
82,49
73,44
63,34
91,70
44,32
66,53
86,64
55,40
44,39
61,43
25,16
27,12
17,-3
34,15
37,16
79,49
79,57
80,66
62,33
45,23
58,35
65,40
69,50
71,41
66,44
58,35
73,58
90,78
81,65
64,46
57,44
62,37
86,68
88,76
15,-15
48,5
86,62
64,47
77,51
60,33
55,27
69,53
73,50
35,22
89,80
62,38
93,79
97,75
85,64
83,53
52,41
72,53
85,66
87,74
91,63
100,74
78,59
64,43
89,51
57,25
88,59
75,68
35,16
53,44
87,65
78,51
35,20
84,61
33,17
79,68
24,12
91,73
77,59
79,58
60,54
74,51
32,21
55,37
38,32
55,34
52,38
84,65
56,40
111,64
33,16
21,1
51,34
79,56
46,30
90,64
84,67
78,55
97,77
83,53
45,36
74,62
3,-16
61,27
43,34
74,42
60,37
19,-12
52,36
11,-2
72,58
66,40
57,29
92,56
51,45
42,28
83,67
66,54
72,44
53,36
74,61
98,60
48,41
90,60
73,55
62,56
64,54
73,36
85,61
90,69
82,67
90,53
88,77
51,26
91,75
77,63
79,66
49,24
71,60
18,1
94,75
65,32
74,48
87,73
63,47
96,63
56,32
57,49
90,72
47,35
74,34
33,-1
70,38
51,42
88,70
35,23
77,55
79,54
97,70
80,47
78,67
58,47
62,29
44,18
82,51
18,-4
63,46
60,39
75,45
63,31
92,57
88,65
66,37
67,56
51,45
81,50
92,74
67,54
74,61
69,42
72,47
24,10
59,36
70,55
77,63
79,66
68,58
50,47
88,77
71,47
65,32
110,81
100,74
66,53
91,72
39,23
50,21
61,28
83,67
70,60
97,73
76,68
77,57
34,22
100,76
67,41
14,1
53,43
46,26
69,56
99,79
50,46
69,51
57,31
60,54
71,43
42,33
87,78
27,9
38,34
54,38
75,51
64,58
90,61
67,60
92,71
58,46
68,47
93,71
93,69
3,-9
72,58
85,54
61,52
83,70
80,49
33,24
47,41
79,38
74,55
51,42
77,46
74,40
84,67
73,49
71,45
91,67
58,33
48,28
71,51
71,63
78,65
81,45
74,59
21,15
87,69
68,40
89,77
42,15
71,29
79,53
56,38
78,61
85,54
72,66
74,46
57,42
35,18
95,67
59,40
38,31
63,40
58,39
75,37
105,76
99,71
89,68
92,62
28,13
81,69
67,38
61,32
55,35
68,56
49,32
50,45
62,47
85,71
48,30
41,35
69,44
57,35
57,47
57,43
91,50
85,71
38,29
83,57
71,51
63,37
99,63
64,49
52,39
66,49
57,19
92,75
68,51
35,12
64,29
66,46
55,34
73,64
56,32
44,38
88,79
54,41
63,52
77,66
98,74
52,26
75,65
67,43
63,51
15,5
25,6
65,49
81,63
7,-6
101,77
32,21
66,31
86,47
58,50
31,13
62,33
65,41
97,70
33,1
58,28
75,64
64,55
76,54
90,66
73,54
42,18
90,68
60,24
89,72
35,15
82,63
83,57
46,31
103,90
82,50
79,53
55,33
82,64
84,65
50,23
87,77
83,55
63,53
74,48
88,64
55,44
55,24
82,58
58,42
70,57
84,64
65,42
72,40
52,40
58,43
84,66
47,33
49,43
92,69
36,20
93,67
64,51
95,77
88,66
89,68
83,74
84,54
61,51
50,32
85,70
64,59
57,28
94,75
84,62
81,54
70,49
100,68
42,23
52,26
88,60
87,65
96,66
78,60
76,66
64,43
89,68
66,39
70,50
47,34
109,76
92,76
56,36
78,48
75,38
57,30
63,44
90,64
72,63
64,39
30,9
94,74
98,76
76,53
68,37
94,79
72,61
71,37
38,27
33,23
88,61
71,28
44,22
88,72
79,52
72,57
61,53
95,73
38,31
85,70
64,44
71,50
89,56
54,27
87,55
23,11
82,52
94,79
66,43
88,75
58,33
88,67
61,36
66,49
27,-19
66,51
68,42
55,21
78,47
79,49
75,60
24,21
45,26
41,10
100,78
77,66
79,62
66,34
64,44
90,77
68,57
35,-2
79,57
72,54
45,30
80,54
87,71
74,54
58,42
65,54
94,54
51,43
71,38
99,71
36,21
77,54
80,59
58,37
72,21
69,37
77,52
58,30
54,40
30,16
90,68
90,76
41,29
58,27
20,8
81,72
83,49
93,52
99,80
59,26
67,28
95,63
59,26
78,60
99,73
59,54
19,-4
77,63
67,58
